c2memory,17,gogo_17.jpg,positive,negative,no,no,yes,no,no,no,yes,no,
c2memory,17,gogo_13.jpg,negative,(neg),no,no,no,yes,no,yes,no,no,
c2memory,17,gogo_12.jpg,negative,negative,yes,no,no,no,no,yes,no,no,
c2memory,17,gogo_9.jpg,(pos),positive,no,no,yes,no,no,no,yes,no,
c2memory,17,gogo_20.jpg,(neg),negative,no,no,no,yes,no,no,yes,no,
c2memory,17,gogo_5.jpg,positive,positive,no,no,no,yes,yes,no,no,no,
c2memory,17,gogo_4.jpg,negative,positive,no,yes,no,no,no,no,no,yes,
c2memory,17,gogo_16.jpg,positive,negative,no,no,no,yes,no,no,yes,no,
c2memory,17,gogo_2.jpg,negative,positive,no,no,yes,no,no,no,yes,no,
c2memory,17,gogo_3.jpg,positive,positive,no,no,no,yes,yes,no,no,no,
c2memory,17,gogo_6.jpg,positive,(pos),no,no,no,yes,no,yes,no,no,
c2memory,17,gogo_7.jpg,negative,negative,no,no,no,yes,no,no,yes,no,
c1memory,17,gogo_3.jpg,positive,positive,yes,no,no,no,yes,no,no,no,
c1memory,17,gogo_17.jpg,positive,negative,yes,no,no,no,yes,no,no,no,
c1memory,17,gogo_20.jpg,(neg),negative,no,no,no,yes,no,no,no,yes,
c1memory,17,gogo_5.jpg,positive,positive,no,no,no,yes,no,yes,no,no,
c1memory,17,gogo_6.jpg,positive,(pos),no,no,no,yes,no,no,yes,no,
c1memory,17,gogo_7.jpg,negative,negative,no,no,no,yes,yes,no,no,no,
c1memory,17,gogo_2.jpg,negative,positive,no,yes,no,no,no,yes,no,no,
c1memory,17,gogo_4.jpg,negative,positive,no,no,no,yes,no,yes,no,no,
c1memory,17,gogo_9.jpg,(pos),positive,no,no,no,yes,no,yes,no,no,
c1memory,17,gogo_13.jpg,negative,(neg),no,no,no,yes,no,yes,no,no,
c1memory,17,gogo_12.jpg,negative,negative,no,no,yes,no,no,yes,no,no,
c1memory,17,gogo_16.jpg,positive,negative,no,no,no,yes,yes,no,no,no,
